Time/Date	degC	psi
37817.6250000000    1.0000000000   25.5310102302
37817.6666666667    1.0000000000   25.5711849957
37817.7083333333    1.0000000000   25.6113597613
37817.7500000000    1.0000000000   25.6515345269
37817.7916666667    1.0000000000   25.6917092924
37817.8333333333    1.0000000000   25.7318840580
37817.8750000000    1.0000000000   25.7720588235
37817.9166666667    1.0000000000   25.8122335891
37817.9583333333    1.0000000000   25.8524083546
37818.0000000000    1.0000000000   25.8925831202
37818.0416666667    1.0000000000   25.9327578858
37818.0833333333    1.0000000000   25.9729326513
37818.1250000000    1.0000000000   26.0131074169
37818.1666666667    1.0000000000   26.0532821824
37818.2083333333    1.0000000000   26.0934569480
37818.2500000000    1.0000000000   26.1336317136
37818.2916666667    1.0000000000   26.1738064791
37818.3333333333    1.0000000000   26.2139812447
37818.3750000000    1.0000000000   26.2541560102
37818.4166666667    1.0000000000   26.2943307758
37818.4583333333    1.0000000000   26.3345055413
37818.5000000000    1.0000000000   26.3746803069
37818.5416666667    1.0000000000   26.4148550725
37818.5833333333    1.0000000000   26.4550298380
37818.6250000000    1.0000000000   26.4952046036
37818.6666666667    1.0000000000   26.5353793691
37818.7083333333    1.0000000000   26.5755541347
37818.7500000000    1.0000000000   26.6157289003
37818.7916666667    1.0000000000   26.6559036658
37818.8333333333    1.0000000000   26.6960784314
37818.8750000000    1.0000000000   26.7362531969
37818.9166666667    1.0000000000   26.7764279625
37818.9583333333    1.0000000000   26.8166027280
37819.0000000000    1.0000000000   26.8567774936
37819.0416666667    1.0000000000   26.8969522592
37819.0833333333    1.0000000000   26.9371270247
37819.1250000000    1.0000000000   26.9773017903
37819.1666666667    1.0000000000   27.0174765558
37819.2083333333    1.0000000000   27.0576513214
37819.2500000000    1.0000000000   27.0978260870
37819.2916666667    1.0000000000   27.1380008525
37819.3333333333    1.0000000000   27.1781756181
37819.3750000000    1.0000000000   27.2183503836
37819.4166666667    1.0000000000   27.2585251492
37819.4583333333    1.0000000000   27.2986999147
37819.5000000000    1.0000000000   27.3388746803
37819.5416666667    1.0000000000   27.3790494459
37819.5833333333    1.0000000000   27.4192242114
37819.6250000000    1.0000000000   27.4593989770
37819.6666666667    1.0000000000   27.4995737425
37819.7083333333    1.0000000000   27.5397485081
37819.7500000000    1.0000000000   27.5799232737
37819.7916666667    1.0000000000   27.6200980392
37819.8333333333    1.0000000000   27.6602728048
37819.8750000000    1.0000000000   27.7004475703
37819.9166666667    1.0000000000   27.7406223359
37819.9583333333    1.0000000000   27.7807971014
37820.0000000000    1.0000000000   27.8209718670
37820.0416666667    1.0000000000   27.8611466326
37820.0833333333    1.0000000000   27.9013213981
37820.1250000000    1.0000000000   27.9414961637
37820.1666666667    1.0000000000   27.9816709292
37820.2083333333    1.0000000000   28.0218456948
37820.2500000000    1.0000000000   28.0620204604
37820.2916666667    1.0000000000   28.1021952259
37820.3333333333    1.0000000000   28.1423699915
37820.3750000000    1.0000000000   28.1825447570
37820.4166666667    1.0000000000   28.2227195226
37820.4583333333    1.0000000000   28.2628942882
37820.5000000000    1.0000000000   28.3030690537
37820.5416666667    1.0000000000   28.3432438193
37820.5833333333    1.0000000000   28.3834185848
37820.6250000000    1.0000000000   28.4235933504
37820.6666666667    1.0000000000   28.4637681159
37820.7083333333    1.0000000000   28.5039428815
37820.7500000000    1.0000000000   28.5441176471
37820.7916666667    1.0000000000   28.5842924126
37820.8333333333    1.0000000000   28.6244671782
37820.8750000000    1.0000000000   28.6646419437
37820.9166666667    1.0000000000   28.7048167093
37820.9583333333    1.0000000000   28.7449914749
37821.0000000000    1.0000000000   28.7851662404
37821.0416666667    1.0000000000   28.8253410060
37821.0833333333    1.0000000000   28.8655157715
37821.1250000000    1.0000000000   28.9056905371
37821.1666666667    1.0000000000   28.9458653026
37821.2083333333    1.0000000000   28.9860400682
37821.2500000000    1.0000000000   29.0262148338
37821.2916666667    1.0000000000   29.0663895993
37821.3333333333    1.0000000000   29.1065643649
37821.3750000000    1.0000000000   29.1467391304
37821.4166666667    1.0000000000   29.1869138960
37821.4583333333    1.0000000000   29.2270886616
37821.5000000000    1.0000000000   29.2672634271
37821.5416666667    1.0000000000   29.3074381927
37821.5833333333    1.0000000000   29.3476129582
37821.6250000000    1.0000000000   29.3877877238
37821.6666666667    1.0000000000   29.4279624893
37821.7083333333    1.0000000000   29.4681372549
37821.7500000000    1.0000000000   29.5083120205
37821.7916666667    1.0000000000   29.5484867860
37821.8333333333    1.0000000000   29.5886615516
37821.8750000000    1.0000000000   29.6288363171
37821.9166666667    1.0000000000   29.6690110827
37821.9583333333    1.0000000000   29.7091858483
37822.0000000000    1.0000000000   29.7493606138
37822.0416666667    1.0000000000   29.7895353794
37822.0833333333    1.0000000000   29.8297101449
37822.1250000000    1.0000000000   29.8698849105
37822.1666666667    1.0000000000   29.9100596760
37822.2083333333    1.0000000000   29.9502344416
37822.2500000000    1.0000000000   29.9904092072
37822.2916666667    1.0000000000   30.0305839727
37822.3333333333    1.0000000000   30.0707587383
37822.3750000000    1.0000000000   30.1109335038
37822.4166666667    1.0000000000   30.1511082694
37822.4583333333    1.0000000000   30.1912830350
37822.5000000000    1.0000000000   30.2314578005
37822.5416666667    1.0000000000   30.2716325661
37822.5833333333    1.0000000000   30.3118073316
37822.6250000000    1.0000000000   30.3519820972
37822.6666666667    1.0000000000   30.3921568627
37822.7083333333    1.0000000000   30.4323316283
37822.7500000000    1.0000000000   30.4725063939
37822.7916666667    1.0000000000   30.5126811594
37822.8333333333    1.0000000000   30.5528559250
37822.8750000000    1.0000000000   30.5930306905
37822.9166666667    1.0000000000   30.6332054561
37822.9583333333    1.0000000000   30.6733802217
37823.0000000000    1.0000000000   30.7135549872
37823.0416666667    1.0000000000   30.7537297528
37823.0833333333    1.0000000000   30.7939045183
37823.1250000000    1.0000000000   30.8340792839
37823.1666666667    1.0000000000   30.8742540494
37823.2083333333    1.0000000000   30.9144288150
37823.2500000000    1.0000000000   30.9546035806
37823.2916666667    1.0000000000   30.9947783461
37823.3333333333    1.0000000000   31.0349531117
37823.3750000000    1.0000000000   31.0751278772
37823.4166666667    1.0000000000   31.1153026428
37823.4583333333    1.0000000000   31.1554774084
37823.5000000000    1.0000000000   31.1956521739
37823.5416666667    1.0000000000   31.2358269395
37823.5833333333    1.0000000000   31.2760017050
37823.6250000000    1.0000000000   31.3161764706
37823.6666666667    1.0000000000   31.3563512361
37823.7083333333    1.0000000000   31.3965260017
37823.7500000000    1.0000000000   31.4367007673
37823.7916666667    1.0000000000   31.4768755328
37823.8333333333    1.0000000000   31.5170502984
37823.8750000000    1.0000000000   31.5572250639
37823.9166666667    1.0000000000   31.5973998295
37823.9583333333    1.0000000000   31.6375745951
37824.0000000000    1.0000000000   31.6777493606
37824.0416666667    1.0000000000   31.7179241262
37824.0833333333    1.0000000000   31.7580988917
37824.1250000000    1.0000000000   31.7982736573
37824.1666666667    1.0000000000   31.8384484228
37824.2083333333    1.0000000000   31.8786231884
37824.2500000000    1.0000000000   31.9187979540
37824.2916666667    1.0000000000   31.9589727195
37824.3333333333    1.0000000000   31.9991474851
37824.3750000000    1.0000000000   32.0393222506
37824.4166666667    1.0000000000   32.0794970162
37824.4583333333    1.0000000000   32.1196717818
37824.5000000000    1.0000000000   32.1598465473
37824.5416666667    1.0000000000   32.2000213129
37824.5833333333    1.0000000000   32.2401960784
37824.6250000000    1.0000000000   32.2803708440
37824.6666666667    1.0000000000   32.3205456095
37824.7083333333    1.0000000000   32.3607203751
37824.7500000000    1.0000000000   32.4008951407
37824.7916666667    1.0000000000   32.4410699062
37824.8333333333    1.0000000000   32.4812446718
37824.8750000000    1.0000000000   32.5214194373
37824.9166666667    1.0000000000   32.5615942029
37824.9583333333    1.0000000000   32.6017689685
37825.0000000000    1.0000000000   32.6419437340
37825.0416666667    1.0000000000   32.6821184996
37825.0833333333    1.0000000000   32.7222932651
37825.1250000000    1.0000000000   32.7624680307
37825.1666666667    1.0000000000   32.8026427962
37825.2083333333    1.0000000000   32.8428175618
37825.2500000000    1.0000000000   32.8829923274
37825.2916666667    1.0000000000   32.9231670929
37825.3333333333    1.0000000000   32.9633418585
37825.3750000000    1.0000000000   33.0035166240
37825.4166666667    1.0000000000   33.0436913896
37825.4583333333    1.0000000000   33.0838661552
37825.5000000000    1.0000000000   33.1240409207
37825.5416666667    1.0000000000   33.1642156863
37825.5833333333    1.0000000000   33.2043904518
37825.6250000000    1.0000000000   33.2445652174
37825.6666666667    1.0000000000   33.2847399829
37825.7083333333    1.0000000000   33.3249147485
37825.7500000000    1.0000000000   33.3650895141
37825.7916666667    1.0000000000   33.4052642796
37825.8333333333    1.0000000000   33.4454390452
37825.8750000000    1.0000000000   33.4856138107
37825.9166666667    1.0000000000   33.5257885763
37825.9583333333    1.0000000000   33.5659633419
37826.0000000000    1.0000000000   33.6061381074
37826.0416666667    1.0000000000   33.6463128730
37826.0833333333    1.0000000000   33.6864876385
37826.1250000000    1.0000000000   33.7266624041
37826.1666666667    1.0000000000   33.7668371697
37826.2083333333    1.0000000000   33.8070119352
37826.2500000000    1.0000000000   33.8471867008
37826.2916666667    1.0000000000   33.8873614663
37826.3333333333    1.0000000000   33.9275362319
37826.3750000000    1.0000000000   33.9677109974
37826.4166666667    1.0000000000   34.0078857630
37826.4583333333    1.0000000000   34.0480605286
37826.5000000000    1.0000000000   34.0882352941
37826.5416666667    1.0000000000   34.1284100597
37826.5833333333    1.0000000000   34.1685848252
37826.6250000000    1.0000000000   34.2087595908
37826.6666666667    1.0000000000   34.2489343564
37826.7083333333    1.0000000000   34.2891091219
37826.7500000000    1.0000000000   34.3292838875
37826.7916666667    1.0000000000   34.3694586530
37826.8333333333    1.0000000000   34.4096334186
37826.8750000000    1.0000000000   34.4498081841
37826.9166666667    1.0000000000   34.4899829497
37826.9583333333    1.0000000000   34.5301577153
37827.0000000000    1.0000000000   34.5703324808
37827.0416666667    1.0000000000   34.6105072464
37827.0833333333    1.0000000000   34.6506820119
37827.1250000000    1.0000000000   34.6908567775
37827.1666666667    1.0000000000   34.7310315431
37827.2083333333    1.0000000000   34.7712063086
37827.2500000000    1.0000000000   34.8113810742
37827.2916666667    1.0000000000   34.8515558397
37827.3333333333    1.0000000000   34.8917306053
37827.3750000000    1.0000000000   34.9319053708
37827.4166666667    1.0000000000   34.9720801364
37827.4583333333    1.0000000000   35.0122549020
37827.5000000000    1.0000000000   35.0524296675
37827.5416666667    1.0000000000   35.0926044331
37827.5833333333    1.0000000000   35.1327791986
37827.6250000000    1.0000000000   35.1729539642
37827.6666666667    1.0000000000   35.2131287298
37827.7083333333    1.0000000000   35.2533034953
37827.7500000000    1.0000000000   35.2934782609
37827.7916666667    1.0000000000   35.3336530264
37827.8333333333    1.0000000000   35.3738277920
37827.8750000000    1.0000000000   35.4140025575
37827.9166666667    1.0000000000   35.4541773231
37827.9583333333    1.0000000000   35.4943520887
37828.0000000000    1.0000000000   35.5345268542
37828.0416666667    1.0000000000   35.5747016198
37828.0833333333    1.0000000000   35.6148763853
37828.1250000000    1.0000000000   35.6550511509
37828.1666666667    1.0000000000   35.6952259165
37828.2083333333    1.0000000000   35.7354006820
37828.2500000000    1.0000000000   35.7755754476
37828.2916666667    1.0000000000   35.8157502131
37828.3333333333    1.0000000000   35.8559249787
37828.3750000000    1.0000000000   35.8960997442
37828.4166666667    1.0000000000   35.9362745098
37828.4583333333    1.0000000000   35.9764492754
37828.5000000000    1.0000000000   36.0166240409
37828.5416666667    1.0000000000   36.0567988065
37828.5833333333    1.0000000000   36.0969735720
37828.6250000000    1.0000000000   36.1371483376
37828.6666666667    1.0000000000   36.1773231032
37828.7083333333    1.0000000000   36.2174978687
37828.7500000000    1.0000000000   36.2576726343
37828.7916666667    1.0000000000   36.2978473998
37828.8333333333    1.0000000000   36.3380221654
37828.8750000000    1.0000000000   36.3781969309
37828.9166666667    1.0000000000   36.4183716965
37828.9583333333    1.0000000000   36.4585464621
37829.0000000000    1.0000000000   36.4987212276
37829.0416666667    1.0000000000   36.5388959932
37829.0833333333    1.0000000000   36.5790707587
37829.1250000000    1.0000000000   36.6192455243
37829.1666666667    1.0000000000   36.6594202899
37829.2083333333    1.0000000000   36.6995950554
37829.2500000000    1.0000000000   36.7397698210
37829.2916666667    1.0000000000   36.7799445865
37829.3333333333    1.0000000000   36.8201193521
37829.3750000000    1.0000000000   36.8602941176
37829.4166666667    1.0000000000   36.9004688832
37829.4583333333    1.0000000000   36.9406436488
37829.5000000000    1.0000000000   36.9808184143
37829.5416666667    1.0000000000   37.0209931799
37829.5833333333    1.0000000000   37.0611679454
37829.6250000000    1.0000000000   37.1013427110
37829.6666666667    1.0000000000   37.1415174766
37829.7083333333    1.0000000000   37.1816922421
37829.7500000000    1.0000000000   37.2218670077
37829.7916666667    1.0000000000   37.2620417732
37829.8333333333    1.0000000000   37.3022165388
37829.8750000000    1.0000000000   37.3423913043
37829.9166666667    1.0000000000   37.3825660699
37829.9583333333    1.0000000000   37.4227408355
37830.0000000000    1.0000000000   37.4629156010
37830.0416666667    1.0000000000   37.5030903666
37830.0833333333    1.0000000000   37.5432651321
37830.1250000000    1.0000000000   37.5834398977
37830.1666666667    1.0000000000   37.6236146633
37830.2083333333    1.0000000000   37.6637894288
37830.2500000000    1.0000000000   37.7039641944
37830.2916666667    1.0000000000   37.7441389599
37830.3333333333    1.0000000000   37.7843137255
37830.3750000000    1.0000000000   37.8244884910
37830.4166666667    1.0000000000   37.8646632566
37830.4583333333    1.0000000000   37.9048380222
37830.5000000000    1.0000000000   37.9450127877
37830.5416666667    1.0000000000   37.9851875533
37830.5833333333    1.0000000000   38.0253623188
37830.6250000000    1.0000000000   38.0655370844
37830.6666666667    1.0000000000   38.1057118500
37830.7083333333    1.0000000000   38.1458866155
37830.7500000000    1.0000000000   38.1860613811
37830.7916666667    1.0000000000   38.2262361466
37830.8333333333    1.0000000000   38.2664109122
37830.8750000000    1.0000000000   38.3065856777
37830.9166666667    1.0000000000   38.3467604433
37830.9583333333    1.0000000000   38.3869352089
37831.0000000000    1.0000000000   38.4271099744
37831.0416666667    1.0000000000   38.4672847400
37831.0833333333    1.0000000000   38.5074595055
37831.1250000000    1.0000000000   38.5476342711
37831.1666666667    1.0000000000   38.5878090367
37831.2083333333    1.0000000000   38.6279838022
37831.2500000000    1.0000000000   38.6681585678
37831.2916666667    1.0000000000   38.7083333333
37831.3333333333    1.0000000000   38.7485080989
37831.3750000000    1.0000000000   38.7886828645
37831.4166666667    1.0000000000   38.8288576300
37831.4583333333    1.0000000000   38.8690323956
37831.5000000000    1.0000000000   38.9092071611
37831.5416666667    1.0000000000   38.9493819267
37831.5833333333    1.0000000000   38.9895566922
37831.6250000000    1.0000000000   39.0297314578
37831.6666666667    1.0000000000   39.0699062234
37831.7083333333    1.0000000000   39.1100809889
37831.7500000000    1.0000000000   39.1502557545
37831.7916666667    1.0000000000   39.1904305200
37831.8333333333    1.0000000000   39.2306052856
37831.8750000000    1.0000000000   39.2707800512
37831.9166666667    1.0000000000   39.3109548167
37831.9583333333    1.0000000000   39.3511295823
37832.0000000000    1.0000000000   39.3913043478
37832.0416666667    1.0000000000   39.4314791134
37832.0833333333    1.0000000000   39.4716538789
37832.1250000000    1.0000000000   39.5118286445
37832.1666666667    1.0000000000   39.5520034101
37832.2083333333    1.0000000000   39.5921781756
37832.2500000000    1.0000000000   39.6323529412
37832.2916666667    1.0000000000   39.6725277067
37832.3333333333    1.0000000000   39.7127024723
37832.3750000000    1.0000000000   39.7528772379
37832.4166666667    1.0000000000   39.7930520034
37832.4583333333    1.0000000000   39.8332267690
37832.5000000000    1.0000000000   39.8734015345
37832.5416666667    1.0000000000   39.9135763001
37832.5833333333    1.0000000000   39.9537510656
37832.6250000000    1.0000000000   39.9939258312
37832.6666666667    1.0000000000   40.0341005968
37832.7083333333    1.0000000000   40.0742753623
37832.7500000000    1.0000000000   40.1144501279
37832.7916666667    1.0000000000   40.1546248934
37832.8333333333    1.0000000000   40.1947996590
37832.8750000000    1.0000000000   40.2349744246
37832.9166666667    1.0000000000   40.2751491901
37832.9583333333    1.0000000000   40.3153239557
37833.0000000000    1.0000000000   40.3554987212
37833.0416666667    1.0000000000   40.3956734868
37833.0833333333    1.0000000000   40.4358482523
37833.1250000000    1.0000000000   40.4760230179
37833.1666666667    1.0000000000   40.5161977835
37833.2083333333    1.0000000000   40.5563725490
37833.2500000000    1.0000000000   40.5965473146
37833.2916666667    1.0000000000   40.6367220801
37833.3333333333    1.0000000000   40.6768968457
37833.3750000000    1.0000000000   40.7170716113
37833.4166666667    1.0000000000   40.7572463768
37833.4583333333    1.0000000000   40.7974211424
37833.5000000000    1.0000000000   40.8375959079
37833.5416666667    1.0000000000   40.8777706735
37833.5833333333    1.0000000000   40.9179454390
37833.6250000000    1.0000000000   40.9581202046
37833.6666666667    1.0000000000   40.9982949702
37833.7083333333    1.0000000000   41.0384697357
37833.7500000000    1.0000000000   41.0786445013
37833.7916666667    1.0000000000   41.1188192668
37833.8333333333    1.0000000000   41.1589940324
37833.8750000000    1.0000000000   41.1991687980
37833.9166666667    1.0000000000   41.2393435635
37833.9583333333    1.0000000000   41.2795183291
37834.0000000000    1.0000000000   41.3196930946
37834.0416666667    1.0000000000   41.3598678602
37834.0833333333    1.0000000000   41.4000426257
37834.1250000000    1.0000000000   41.4402173913
37834.1666666667    1.0000000000   41.4803921569
37834.2083333333    1.0000000000   41.5205669224
37834.2500000000    1.0000000000   41.5607416880
37834.2916666667    1.0000000000   41.6009164535
37834.3333333333    1.0000000000   41.6410912191
37834.3750000000    1.0000000000   41.6812659847
37834.4166666667    1.0000000000   41.7214407502
37834.4583333333    1.0000000000   41.7616155158
37834.5000000000    1.0000000000   41.8017902813
37834.5416666667    1.0000000000   41.8419650469
37834.5833333333    1.0000000000   41.8821398124
37834.6250000000    1.0000000000   41.9223145780
37834.6666666667    1.0000000000   41.9624893436
37834.7083333333    1.0000000000   42.0026641091
37834.7500000000    1.0000000000   42.0428388747
37834.7916666667    1.0000000000   42.0830136402
37834.8333333333    1.0000000000   42.1231884058
37834.8750000000    1.0000000000   42.1633631714
37834.9166666667    1.0000000000   42.2035379369
37834.9583333333    1.0000000000   42.2437127025
37835.0000000000    1.0000000000   42.2838874680
37835.0416666667    1.0000000000   42.3240622336
37835.0833333333    1.0000000000   42.3642369991
37835.1250000000    1.0000000000   42.4044117647
37835.1666666667    1.0000000000   42.4445865303
37835.2083333333    1.0000000000   42.4847612958
37835.2500000000    1.0000000000   42.5249360614
37835.2916666667    1.0000000000   42.5651108269
37835.3333333333    1.0000000000   42.6052855925
37835.3750000000    1.0000000000   42.6454603581
37835.4166666667    1.0000000000   42.6856351236
37835.4583333333    1.0000000000   42.7258098892
37835.5000000000    1.0000000000   42.7659846547
37835.5416666667    1.0000000000   42.8061594203
37835.5833333333    1.0000000000   42.8463341858
37835.6250000000    1.0000000000   42.8865089514
37835.6666666667    1.0000000000   42.9266837170
37835.7083333333    1.0000000000   42.9668584825
37835.7500000000    1.0000000000   43.0070332481
37835.7916666667    1.0000000000   43.0472080136
37835.8333333333    1.0000000000   43.0873827792
37835.8750000000    1.0000000000   43.1275575448
37835.9166666667    1.0000000000   43.1677323103
37835.9583333333    1.0000000000   43.2079070759
37836.0000000000    1.0000000000   43.2480818414
37836.0416666667    1.0000000000   43.2882566070
37836.0833333333    1.0000000000   43.3284313725
37836.1250000000    1.0000000000   43.3686061381
37836.1666666667    1.0000000000   43.4087809037
37836.2083333333    1.0000000000   43.4489556692
37836.2500000000    1.0000000000   43.4891304348
37836.2916666667    1.0000000000   43.5293052003
37836.3333333333    1.0000000000   43.5694799659
37836.3750000000    1.0000000000   43.6096547315
37836.4166666667    1.0000000000   43.6498294970
37836.4583333333    1.0000000000   43.6900042626
37836.5000000000    1.0000000000   43.7301790281
37836.5416666667    1.0000000000   43.7703537937
37836.5833333333    1.0000000000   43.8105285592
37836.6250000000    1.0000000000   43.8507033248
37836.6666666667    1.0000000000   43.8908780904
37836.7083333333    1.0000000000   43.9310528559
37836.7500000000    1.0000000000   43.9712276215
37836.7916666667    1.0000000000   44.0114023870
37836.8333333333    1.0000000000   44.0515771526
37836.8750000000    1.0000000000   44.0917519182
37836.9166666667    1.0000000000   44.1319266837
37836.9583333333    1.0000000000   44.1721014493
37837.0000000000    1.0000000000   44.2122762148
37837.0416666667    1.0000000000   44.2524509804
37837.0833333333    1.0000000000   44.2926257460
37837.1250000000    1.0000000000   44.3328005115
37837.1666666667    1.0000000000   44.3729752771
37837.2083333333    1.0000000000   44.4131500426
37837.2500000000    1.0000000000   44.4533248082
37837.2916666667    1.0000000000   44.4934995737
37837.3333333333    1.0000000000   44.5336743393
37837.3750000000    1.0000000000   44.5738491049
37837.4166666667    1.0000000000   44.6140238704
37837.4583333333    1.0000000000   44.6541986360
37837.5000000000    1.0000000000   44.6943734015
37837.5416666667    1.0000000000   44.7345481671
37837.5833333333    1.0000000000   44.7747229327
37837.6250000000    1.0000000000   44.8148976982
37837.6666666667    1.0000000000   44.8550724638
37837.7083333333    1.0000000000   44.8952472293
37837.7500000000    1.0000000000   44.9354219949
37837.7916666667    1.0000000000   44.9755967604
37837.8333333333    1.0000000000   45.0157715260
37837.8750000000    1.0000000000   45.0559462916
37837.9166666667    1.0000000000   45.0961210571
37837.9583333333    1.0000000000   45.1362958227
37838.0000000000    1.0000000000   45.1764705882
37838.0416666667    1.0000000000   45.2166453538
37838.0833333333    1.0000000000   45.2568201194
37838.1250000000    1.0000000000   45.2969948849
37838.1666666667    1.0000000000   45.3371696505
37838.2083333333    1.0000000000   45.3773444160
37838.2500000000    1.0000000000   45.4175191816
37838.2916666667    1.0000000000   45.4576939471
37838.3333333333    1.0000000000   45.4978687127
37838.3750000000    1.0000000000   45.5380434783
37838.4166666667    1.0000000000   45.5782182438
37838.4583333333    1.0000000000   45.6183930094
37838.5000000000    1.0000000000   45.6585677749
37838.5416666667    1.0000000000   45.6987425405
37838.5833333333    1.0000000000   45.7389173061
37838.6250000000    1.0000000000   45.7790920716
37838.6666666667    1.0000000000   45.8192668372
37838.7083333333    1.0000000000   45.8594416027
37838.7500000000    1.0000000000   45.8996163683
37838.7916666667    1.0000000000   45.9397911338
37838.8333333333    1.0000000000   45.9799658994
37838.8750000000    1.0000000000   46.0201406650
37838.9166666667    1.0000000000   46.0603154305
37838.9583333333    1.0000000000   46.1004901961
37839.0000000000    1.0000000000   46.1406649616
37839.0416666667    1.0000000000   46.1808397272
37839.0833333333    1.0000000000   46.2210144928
37839.1250000000    1.0000000000   46.2611892583
37839.1666666667    1.0000000000   46.3013640239
37839.2083333333    1.0000000000   46.3415387894
37839.2500000000    1.0000000000   46.3817135550
37839.2916666667    1.0000000000   46.4218883205
37839.3333333333    1.0000000000   46.4620630861
37839.3750000000    1.0000000000   46.5022378517
37839.4166666667    1.0000000000   46.5424126172
37839.4583333333    1.0000000000   46.5825873828
37839.5000000000    1.0000000000   46.6227621483
37839.5416666667    1.0000000000   46.6629369139
37839.5833333333    1.0000000000   46.7031116795
37839.6250000000    1.0000000000   46.7432864450
37839.6666666667    1.0000000000   46.7834612106
37839.7083333333    1.0000000000   46.8236359761
37839.7500000000    1.0000000000   46.8638107417
37839.7916666667    1.0000000000   46.9039855072
37839.8333333333    1.0000000000   46.9441602728
37839.8750000000    1.0000000000   46.9843350384
37839.9166666667    1.0000000000   47.0245098039
37839.9583333333    1.0000000000   47.0646845695
37840.0000000000    1.0000000000   47.1048593350
37840.0416666667    1.0000000000   47.1450341006
37840.0833333333    1.0000000000   47.1852088662
37840.1250000000    1.0000000000   47.2253836317
37840.1666666667    1.0000000000   47.2655583973
37840.2083333333    1.0000000000   47.3057331628
37840.2500000000    1.0000000000   47.3459079284
37840.2916666667    1.0000000000   47.3860826939
37840.3333333333    1.0000000000   47.4262574595
37840.3750000000    1.0000000000   47.4664322251
37840.4166666667    1.0000000000   47.5066069906
37840.4583333333    1.0000000000   47.5467817562
37840.5000000000    1.0000000000   47.5869565217
37840.5416666667    1.0000000000   47.6271312873
37840.5833333333    1.0000000000   47.6673060529
37840.6250000000    1.0000000000   47.7074808184
37840.6666666667    1.0000000000   47.7476555840
37840.7083333333    1.0000000000   47.7878303495
37840.7500000000    1.0000000000   47.8280051151
37840.7916666667    1.0000000000   47.8681798806
37840.8333333333    1.0000000000   47.9083546462
37840.8750000000    1.0000000000   47.9485294118
37840.9166666667    1.0000000000   47.9887041773
37840.9583333333    1.0000000000   48.0288789429
37841.0000000000    1.0000000000   48.0690537084
37841.0416666667    1.0000000000   48.1092284740
37841.0833333333    1.0000000000   48.1494032396
37841.1250000000    1.0000000000   48.1895780051
37841.1666666667    1.0000000000   48.2297527707
37841.2083333333    1.0000000000   48.2699275362
37841.2500000000    1.0000000000   48.3101023018
37841.2916666667    1.0000000000   48.3502770673
37841.3333333333    1.0000000000   48.3904518329
37841.3750000000    1.0000000000   48.4306265985
37841.4166666667    1.0000000000   48.4708013640
